Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
SRR5117602	2018-06-15 16:34:14	2016-12-16 22:58:21	10231531	1023153100	0	100	714		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117602	SRX2432995		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868537	SAMN06161395	simple	9606	Homo sapiens	GSM2431256							no					GEO	SRA505100		public	40C7312E719E057253A1B002137406FC	9F901F0A07C6C5E0BF6D0EDD39159B3F
SRR5117603	2018-06-15 16:34:14	2016-12-16 22:58:40	10038991	1003899100	0	100	708		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117603	SRX2432995		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868537	SAMN06161395	simple	9606	Homo sapiens	GSM2431256							no					GEO	SRA505100		public	82B8EB432FAB755FB73264838447BB65	FB0FFBC87680E8C8DCF8E2979E98BA49
SRR5117604	2018-06-15 16:34:14	2016-12-16 23:01:12	17066823	1706682300	0	100	1137		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117604	SRX2432996		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868538	SAMN06161394	simple	9606	Homo sapiens	GSM2431257							no					GEO	SRA505100		public	684ECB7A4F055D380EA6FA0E096235CE	B3A60EB129959076F39141B0A7354450
SRR5117605	2018-06-15 16:34:14	2016-12-16 23:00:51	14558237	1455823700	0	100	976		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117605	SRX2432996		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868538	SAMN06161394	simple	9606	Homo sapiens	GSM2431257							no					GEO	SRA505100		public	91B90422AAD9F5071FD8EBD4B37D5A20	13D88AB900266DD3130F6D3F4ADB2F99
SRR5117606	2018-06-15 16:34:14	2016-12-16 23:04:56	26229450	2622945000	0	100	1746		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117606	SRX2432997		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868539	SAMN06161393	simple	9606	Homo sapiens	GSM2431258							no					GEO	SRA505100		public	6F89DB8EF1824838ACB8BB1623677A32	3CCBB455E1997F59282982FB65D65F9E
SRR5117607	2018-06-15 16:34:14	2016-12-16 23:02:32	21724777	2172477700	0	100	1456		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117607	SRX2432997		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868539	SAMN06161393	simple	9606	Homo sapiens	GSM2431258							no					GEO	SRA505100		public	98DEC1F9F549F4F5AA04E0F01FAC67B5	0CB5D26A9000608AA0E706F1913D294F
SRR5117608	2018-06-15 16:34:14	2016-12-16 22:59:32	12258087	1225808700	0	100	687		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117608	SRX2432998		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868540	SAMN06161392	simple	9606	Homo sapiens	GSM2431259							no					GEO	SRA505100		public	AAFB4C01661DF5E31D00D0BF03D43517	33EFA93E0C5EFE2E399F9F50AB0F958A
SRR5117609	2018-06-15 16:34:14	2016-12-16 22:59:43	12841844	1284184400	0	100	728		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117609	SRX2432998		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868540	SAMN06161392	simple	9606	Homo sapiens	GSM2431259							no					GEO	SRA505100		public	066F2277DD0D62B1538AE8A3E5734D39	D7D31F5EB83BD17E7963C54C5E5596D0
SRR5117610	2018-06-15 16:34:14	2016-12-16 22:58:38	11086822	1108682200	0	100	621		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117610	SRX2432999		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868543	SAMN06161391	simple	9606	Homo sapiens	GSM2431260							no					GEO	SRA505100		public	C122C4286DE9517E9C6715B5BA90D3DA	900134C2D2D79BE2B2D99980963A55DF
SRR5117611	2018-06-15 16:34:14	2016-12-16 22:58:53	11601155	1160115500	0	100	657		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117611	SRX2432999		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868543	SAMN06161391	simple	9606	Homo sapiens	GSM2431260							no					GEO	SRA505100		public	BAEAACC6BD17DE2EAA757F4ED7D8F33D	F4980AC5879A6D60579DC7DD3B237D0D
SRR5117612	2018-06-15 16:34:14	2016-12-16 23:00:43	15156057	1515605700	0	100	1054		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117612	SRX2433000		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868541	SAMN06161390	simple	9606	Homo sapiens	GSM2431261							no					GEO	SRA505100		public	7503C06943266A304F5B609D98789A3B	F5B611CB67095608601D88F6F27BF9A9
SRR5117613	2018-06-15 16:34:14	2016-12-16 23:04:27	15147230	1514723000	0	100	1061		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117613	SRX2433000		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868541	SAMN06161390	simple	9606	Homo sapiens	GSM2431261							no					GEO	SRA505100		public	6C711584FA3107F03B38BBDB3EC11764	ACEC137FCAE6E89C7358D90BEC4EBE0A
SRR5117614	2018-06-15 16:34:14	2016-12-16 23:04:00	25831505	2583150500	0	100	1779		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117614	SRX2433001		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868542	SAMN06161389	simple	9606	Homo sapiens	GSM2431262							no					GEO	SRA505100		public	1A2A476DD8973243277352B6CC1BF8BA	7DDB4F965624E8BEDF4010940343A5CB
SRR5117615	2018-06-15 16:34:14	2016-12-16 23:05:32	26018538	2601853800	0	100	1748		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117615	SRX2433001		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868542	SAMN06161389	simple	9606	Homo sapiens	GSM2431262							no					GEO	SRA505100		public	BCA4D8EA8D74BD94B16B12E07AA04C67	492B1E981E3AB30BCB8A06ADFBAC40EA
SRR5117616	2018-06-15 16:34:14	2016-12-16 22:57:27	4624601	462460100	0	100	326		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117616	SRX2433002		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868544	SAMN06161388	simple	9606	Homo sapiens	GSM2431263							no					GEO	SRA505100		public	9B2A7B1313E8AFD00F3C1E5AE31B89CE	B12749C28405486C3B4293FC802F77CC
SRR5117617	2018-06-15 16:34:14	2016-12-16 22:57:37	4573591	457359100	0	100	324		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117617	SRX2433002		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868544	SAMN06161388	simple	9606	Homo sapiens	GSM2431263							no					GEO	SRA505100		public	C33D31E934EF58B78C51E293844A492C	CE36BCBC050D15037680BF20B0FA09F4
SRR5117618	2018-06-15 16:34:14	2016-12-16 22:56:57	1707232	170723200	0	100	90		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117618	SRX2433002		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868544	SAMN06161388	simple	9606	Homo sapiens	GSM2431263							no					GEO	SRA505100		public	DBB196506538B08778771663176B86D7	2845B7DD1A6FD293E6C7BF867376E887
SRR5117619	2018-06-15 16:34:14	2016-12-16 23:00:03	14161568	1416156800	0	100	843		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117619	SRX2433003		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868545	SAMN06161387	simple	9606	Homo sapiens	GSM2431264							no					GEO	SRA505100		public	AAC0943ADF5C5057EA820073B7DE9336	88D367EC958FF48991053B32CE1BBD6A
SRR5117620	2018-06-15 16:34:15	2016-12-16 23:01:04	14167738	1416773800	0	100	840		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117620	SRX2433003		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868545	SAMN06161387	simple	9606	Homo sapiens	GSM2431264							no					GEO	SRA505100		public	FB1E2B0A0C0FBE0954FA1F5EFA1FCBA2	DCEDC00CA70F10EB3F252B13E6860F89
SRR5117621	2018-06-15 16:34:15	2016-12-16 22:59:54	11544006	1154400600	0	100	662		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117621	SRX2433004		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868546	SAMN06161386	simple	9606	Homo sapiens	GSM2431265							no					GEO	SRA505100		public	98C3F15E562650C76DF8B76ED25312E1	094C5A3CF0E73C0E11A31885AB794956
SRR5117622	2018-06-15 16:34:15	2016-12-16 23:05:02	23567106	2356710600	0	100	1623		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117622	SRX2433005		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868547	SAMN06161385	simple	9606	Homo sapiens	GSM2431266							no					GEO	SRA505100		public	78271C7D77855677F412D0DB1F3735C2	B689BFB22DA5F636CCD29FBA289930A4
SRR5117623	2018-06-15 16:34:15	2016-12-16 23:06:30	23312545	2331254500	0	100	1602		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117623	SRX2433005		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868547	SAMN06161385	simple	9606	Homo sapiens	GSM2431266							no					GEO	SRA505100		public	69C4DC566FB8B566EC797ABA5566C092	23DEFFFA3DE95F8F6E2ED9BCBFBE64D8
SRR5117624	2018-06-15 16:34:15	2016-12-16 22:58:56	7278864	727886400	0	100	444		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117624	SRX2433006		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868549	SAMN06161384	simple	9606	Homo sapiens	GSM2431267							no					GEO	SRA505100		public	DA2BC440E3B65466AAE6A5939343C1C0	210B94258BEACC20229AC3D52817D85C
SRR5117625	2018-06-15 16:34:15	2016-12-16 22:58:52	7217255	721725500	0	100	439		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117625	SRX2433006		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868549	SAMN06161384	simple	9606	Homo sapiens	GSM2431267							no					GEO	SRA505100		public	8DA22913056DB60F2215C3544A3150BC	8E9BBDA7FCA49850981E6266EA10E56B
SRR5117626	2018-06-15 16:34:15	2016-12-16 23:00:20	11444664	1144466400	0	100	795		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117626	SRX2433007		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868548	SAMN06161239	simple	9606	Homo sapiens	GSM2431268							no					GEO	SRA505100		public	D34D5D08DD951DDD589AD11E5661A928	5280790E21103B7C9788F96FE2B3D040
SRR5117627	2018-06-15 16:34:15	2016-12-16 23:00:07	11264457	1126445700	0	100	776		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117627	SRX2433007		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868548	SAMN06161239	simple	9606	Homo sapiens	GSM2431268							no					GEO	SRA505100		public	7F851411F1A6E3098D4817943323F991	B88927B04756B34DFB7826299DAED8C7
SRR5117628	2018-06-15 16:34:15	2016-12-16 23:03:08	9724195	972419500	0	100	544		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117628	SRX2433008		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868550	SAMN06161350	simple	9606	Homo sapiens	GSM2431269							no					GEO	SRA505100		public	84C67E70D438AAAD32A0260448359006	08AD565801C51BDC87449D9E6EECB006
SRR5117629	2018-06-15 16:34:15	2016-12-16 22:59:26	9892866	989286600	0	100	557		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117629	SRX2433008		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868550	SAMN06161350	simple	9606	Homo sapiens	GSM2431269							no					GEO	SRA505100		public	8B740B4930750F6292BB3C4D10F01317	3D7F6B00E0C0E78413B88F3B95E0396E
